id;en;de;ru
5_MineLine3;of the mine has to be triggered, usually by radar, or contact.;auf Radarimpulse oder bei Kontakt explodieren.;их маневрирования.
;;;
5_UnknownLine1;No information about this object. There is a lack of;Hierüber liegen keine weiteren Informationen vor. Wir haben nicht;Информация о данном объекте отсутствует или не доступна.
5_UnknownLine2;knowledge to research this object or obtain any information;genügend Hinweise über den Zweck oder die Arbeitsweise.;Недостаточно информации и знаний чтобы изучить принципы
5_UnknownLine3;about its work.; ;действия и устройства данного объекта.
;;;
5_MarauderLine1;Marauder is a pirate spaceship primarily designed to attack other;Plünderer wurden konstruiert, um andere Raumschiffe anzugreifen. Die ;Мародер - это пиратский класс боевых кораблей, основным назначением
5_MarauderLine2;spaceships. Marauders are very fast, maneuverable and equipped with;Plünderer sind sehr schnell, manöverierbar und mit Primär- und;которого является атака других космических кораблей. Мародер быстр и
5_MarauderLine3;primary and secondary weapon systems to attack other spaceships.;Sekundärwaffensystemen ausgestattet um andere Raumschiffe zu attackieren.;хорошо вооружен.
;;;
5_WarderLine1;Warder is a pirate spaceship specifically designed to be part;Wächter wurden speziell als Teil des Basisverteidigungsystems;Страж - это пиратский класс космических кораблей, созданный как
5_WarderLine2;of the pirate base defense system. Warders are highly armored and well;konstruiert. Wächter sind sehr gut bewaffnet und jederzeit bereit;часть системы обороны пиратских баз. Страж хорошо бронирован и
5_WarderLine3;equipped spaceships always ready for a rapid counterattack.;einen schnellen Gegenangriff zu starten.;отлично подходит для быстрых контратак.
;;;
5_RaiderLine1;Raider is a pirate attack ship specifically designed for long-range;Gangster wurden speziell für weiträumige Angriffe konstruiert. Häufig in;Рейдер - это пиратский штурмовик, специально разработанный для
5_RaiderLine2;raids in small groups or as the main attack ship in large groups.;kleinen Gruppen unterwegs, oder als Hauptangriffsmacht auch in grösseren;дальних рейдов на территорию противника в составе небольших групп.
5_RaiderLine3;Unlike Warders, Raiders are designed to attack under Marauder cover.;Gruppen. Operieren die Gangster unter Plündererschutz.;Несмотря на наличие турелей, уязвим для истребителей.
;;;
5_MissileCarrierLine1;Missile Carrier is a pirate attack ship specifically designed for;Raketenträger sind speziell konstruiert für weiträumige Angriffe;Ракетный Транспорт - это модернизированное гражданское судно
5_MissileCarrierLine2;long-range raids in large groups. Unlike Raiders, Missile Carriers;in großen Gruppen. Anders als die Gangster, können die Raketenträger;оснащенное турелями и ракетными системами. Используется пиратами
5_MissileCarrierLine3;can be used as regular carriers for slaves and goods.;Sklaven und Beutegut transportieren.;как судно огневой поддержки и транспорт.
;;;
5_BattleFreighterLine1;Battle Freighter is a pirate freighter that is used for long-range raids;Der Schlachtenfrachter wird von den Piraten in weiträumigen Angriffen;Боевой Фрахтовщик - это пиратский тяжелый транспорт оснащенный
5_BattleFreighterLine2;in large groups. Unlike Missile Carriers, Battle Freighters are;in großen Gruppen verwendet. Die Schlachtenfrachter können nur;системами защиты (турелями, противоракетными системами). Данные
5_BattleFreighterLine3;civilian ships equipped with propelled weapon systems only.;mit angetriebenen Waffensystemen bestückt werden.;суда составляют ядро больших рейдерских групп.
;;;
5_CivilianBuildingLine1;Civilian Building is a structure having a roof supported by columns, piers,;Das Zivilgebäude schützt mit einem Dach oder Wände die darunter;Здания (Гражданские Постройки) - сооружения состоящие из стен,
5_CivilianBuildingLine2;or walls and intended to shelter, house or enclose persons,;liegenden Häuser und Unterkünfte bzw. die darin wohnenden Personen,;крыши и основания. Содержат собственные генераторы гравитации
5_CivilianBuildingLine3;animals or chattels.;Tiere oder Mobiliar.;и системы регенерации кислорода.
;;;
5_WeaponturretLine1;Weapon turret is a self-contained armored weapon platform housing;Der Geschützturm  ist unabhängiges Waffensystem mit einer Kanone,;Турель - это самостоятельная неподвижная боевая еденица
5_WeaponturretLine2;cannon or missile launcher system. Weapon turrets are strongly armored;oder Raketensystem. Geschütztürme sind stark gepanzert;вооруженная пушкой или ракетной установкой для ведения
5_WeaponturretLine3;and can rotate.;und können sich drehen.;огня. Являются неотъемлемой частью защиты баз.
;;;
5_ArmoredJeepLine1;Armored Jeep is a type of jeep with special armored hull designed for close;Der gepanzerte Jeep besitzt eine Hülle, die ihn für den Nahkampf;Бронированный Джип - это разновидность джипов со специальным сверх
5_ArmoredJeepLine2;combat. Armored Jeeps are comparatively fast, maneuverable and equipped;prädistiniert. Gepanzerte Jeeps sind vergleichsweise schnell, manöverier-;бронированным корпусом созданным для ближнего боя. Данная техника
5_ArmoredJeepLine3;with heavy weapon systems to attack enemy.;fähig und mit einem starken Waffensystem für den Angriff ausgestattet.;не столь маневренная, по сравнению с простыми джипами.
;;;
5_JeepLine1;Jeep is a military wheeled vehicle suitable for traveling over rough terrain.;Der Jeep ist ein militärisches Allradfahrzeug, gut geeignet für den rauhen ;Джип - это боевое колесное транспортное средство предназначенное
5_JeepLine2;Jeeps are highly maneuverable, and equipped with weapon systems to attack;Geländeeinsatz. Jeeps sind sehr schnell, manöverierfähig und mit;для транспортирования личного состава. В основном применяется как
5_JeepLine3;enemy with direct fire.;Waffen für den Angriff ausgestattet.;разведывательное средство.
;;;
5_TankLine1;Tank is a tracked, armored combat vehicle primarily designed to destroy;Der Panzer ist mit Kettenantrieb ausgestattet und in der Lage den Feind;Танк - это гусеничное бронированное транспортное средство приме-
5_TankLine2;enemy forces with direct fire. A battle tank is distinguished by its high;im Direktangriff zu zerstören. Ein Panzer zeichnet sich durch seine hohe;няемое для уничтожения противника в открытом бою. Обладает
5_TankLine3;level of firepower and stronger armor as compared to other vehicles.;Feuerkraft und seine stärkere Panzerung als die übrigen Mitlitärfahrzeuge aus.;высокими показателями бронированности.
;;;
5_APCLine1;Armored Personnel Carrier is a military armored vehicle usually;Der Bewaffnete Armeetransporter ist mit Antriebsketten ausgestattet.;БТР (Бронетранспортер) - это бронированное транспортное средство
5_APCLine2;equipped with treads, weapon systems to attack enemy;Er ist mit Waffensystemen bestückt und wird benutzt,;используемое для транспортирования личного состава. Обладает
5_APCLine3;and used to transport infantry.;um Infantrie zu transportieren.;достаточным количеством вооружения для атаки противника.
;;;
5_MissileLauncherLine1;Missile Launcher is a military armored vehicle equipped with;Der Raketenwerfer ist ein gepanzertes Militärfahzeug, das;Ракетная Установка - это боевое бронированное транспортное средство
5_MissileLauncherLine2;a device that can launch missiles, torpedoes or bombs to attack;Raketen, Torpedos oder Bomben gegen den Gegner schiessen kann.;оборудованное устройствам запуска ракет, торпед или бомб с целью
5_MissileLauncherLine3;enemy.;;уничтожения наземного или воздушного противника.
;;;
5_EngineerLine1;Engineer is a military vehicle primarily responsible for the design and;Der Konstrukteur kann in der Hauptsache Offensiv-, und Defensivstrukturen;Трактор - военный транспорт, основной задачей которого является
5_EngineerLine2;construction of offensive, defensive, logistical structures for warfare,;entwerfen und bauen. Er kann auch Wartungsarbeiten durchführen und wird;постройка и обслуживание оборонительных укреплений. Иногда
5_EngineerLine3;maintenance and dismantling of defensive minefields.;zum abbauen von Minenfeldern eingesetzt.;используется для установки минных полей.
;;;
;;;
6_Mission1Title;Mission 1 - First Contact with Unknown Enemy;Mission 1 - Erster Kontakt mit dem Feind;Миссия 1 - Первый Контакт с Врагом
6_Mission2Title;Mission 2 - Attack, Do Not Let Them Go;Mission 2 - Angreifen und nicht entkommen lassen;Миссия 2 - Атакуйте, Не Дайте Им Уйти
6_Mission3Title;Mission 3 - Counterattack Is The Best Defense;Mission 3 - Gegenangriff ist die beste Verteidigung;Миссия 3 - Контратака - Лучшая Защита
6_Mission4Title;Mission 4 - Attack on Fleet of Pirate Raiders;Mission 4 - Greife die Piratenflotte an!;Миссия 4 - Атакуйте Флот Пиратов-Рейдеров
6_Mission5Title;Mission 5 - Surprise, Surprise... Aliens Again;Mission 5 - Überraschung...wieder Feinde!;Миссия 5 - Сюрприз, сюрприз... Снова Пришельцы
6_Mission6Title;Mission 6 - Stop Alien MotherShip Now!;Mission 6 - Stoppe das Alien Mutterschiff sofort!;Миссия 6 - Остановите Носитель Пришельцев!
6_Mission7Title;Mission 7 - Attack on Small Pirate Raiders Base;Mission 7 - Greife die kleine Piratenbasis an;Миссия 7 - Атака на Небольшую Базу Пиратов
6_Mission8Title;Mission 8 - Stay Close, They Are Coming;Mission 8 - Bleib in der Nähe, Sie kommen;Миссия 8 - Сомкнуть Ряды, Они Приближаются
6_Mission9Title;Mission 9 - One More Pirate Raiders Base;Mission 9 - Eine weitere Piratenbasis;Миссия 9 - Еще Одна Пиратская База
6_Mission10Title;Mission 10 - Strange Slackness... Be Ready!;Mission 10 - Eigenartige Flaute! Pass auf!;Миссия 10 - Странное Затишье... Приготовьтесь!
6_Mission11Title;Mission 11 - Do Not Let Them Destroy Our Base!;Mission 11 - Lass Sie nicht unsere Basis zerstören!;Миссия 11 - Не Дайте Им Уничтожить Нашу Базу!
6_Mission12Title;Mission 12 - Secret Pirate Base;Mission 12 - Geheime Piratenbasis;Миссия 12 - Секретная Пиратская База
6_Mission13Title;Mission 13 - Alien Transportation Port;Mission 13 - Alien Umschlaghafen;Миссия 13 - Транспортный Порт Пришельцев
6_Mission14Title;Mission 14 - Last Pirate Enclave;Mission 14 - Die letzte Piratenenklave;Миссия 14 - Последний Анклав Пиратов
6_Mission15Title;Mission 15 - Escape Under Aliens` Attack;Mission 15 - Flucht unter den Alienangriffen!;Миссия 15 - Отступление Под Атакой Пришельцев
;;;
;;;
6_Mission1Descr;They are coming! They are everywhere!;Sie kommen! Sie sind überall!!;Они приближаются! Они повсюду!
6_Mission2Descr;Damned raiders here! No Mercy! Kill them all!;Verdammte Gangster hier! Keine Gnade! Töte Sie Alle!;Проклятые рейдеры! Никакой пощады! Убить всех!
6_Mission3Descr;Our base is under attack! Stop the aliens` attack now!;Unsere Basis liegt unter Beschuss!;Наша база атакована! Остановите атаку пришельцев!
6_Mission4Descr;Find a pirate raider base in this sector!;Finde eine Piraten Basis in diesem Sektor!;Найдите пиратскую базу в этом секторе!
6_Mission5Descr;Do not let them regroup for a counterattack!;Gib den Piraten keine Gelegenheit sich neu zu formieren!;Не дайте им перегруппироваться и контратаковать!
6_Mission6Descr;They are too close! You should do something!;Sie sind viel zu dicht! Du solltest etwas tun!!;Они слишком близко! Сделайте хоть что-то!
6_Mission7Descr;We found their base! Finally! Lets smash them!;Wir haben ihre Basis gefunden! Endlich! Rotten wir sie aus!;Мы обнаружили их базу! Наконец-то! Размажьте их!
6_Mission8Descr;Looks like the aliens got reinforcement!;Scheint, als erhielten die ALiens Verstärkung!;Похоже, пришельцы получили подкрепление!
6_Mission9Descr;This should be piece of cake for you, do it quickly!;Das sollte ein Spaziergang sein! Mach schnell!;Это должно быть легко для вас, сделайте это быстро!
6_Mission10Descr;Our intelligence failed to find anything. It can be a trap!;Unsere Spionage konnte nichts herausfinden. Eine Falle?;Наша разведка ничего не нашла. Наверняка ловушка!
6_Mission11Descr;Do not panic! We got reinforcement! Regroup and attack!;Keine Panik! Wir haben Verstärkung!;Без паники! Мы получили подкрепление! Атакуем!
6_Mission12Descr;They are too smart now, and much more dangerous.;Sie sind nun zu schlau, und viel zu gefährlich!;Они теперь слишком умные, и значительно опаснее.
6_Mission13Descr;We found their hyper port! We must destroy it right now!;Wir fanden ihren Hyper Port! Wir müssen ihn sofort zerstören!;Мы нашли их гипер-порт! Необходимо его уничтожить!
6_Mission14Descr;This sector must be clear and safe for ever!;Dieser Sektor muss sauber und sicher für immer sein!;Этот сектор должен быть очищен раз и навсегда!
6_Mission15Descr;We lost this sector, this battle is lost. Try to escape!;Wir haben die Schlacht verloren. Versuche zu fliehen!;Мы потеряли этот сектор. Спасайся кто может!
;;;
;;;
7_ship1;Cobra;Cobra;Кобра
7_ship2;SpaceEagle;SpaceEagle;Орел
7_ship3;FireStorm;FireStorm;Шторм
7_ship4;Hedgehog;Hedgehog;Репейник
7_ship5;Thunder;Thunder;Гром
7_ship6;Excalibur;Excalibur;Экскалибур
7_ship7;DarkStar;DarkStar;Звезда
7_ship8;Scorpion;Scorpion;Скорпион
7_ship9;Runner;Runner;Беглец
7_ship10;Kronos;Kronos;Кронос
7_ship11;Chameleon;Chameleon;Хамелеон
7_ship12;Falcon;Falcon;Сокол
7_ship13;DeathRipple;DeathRipple;Смерч
7_ship14;AstroSword;AstroSword;Игла
7_ship15;Pulser;Pulser;Импульс
7_ship16;ClumsyMace;ClumsyMace;Булава
7_ship17;Raptor;Raptor;Раптор
7_ship18;Destroyer;Destroyer;Разрушитель
7_ship19;AstroSpear;AstroSpear;Копье
7_ship20;Mite;Mite;Мышь
7_ship21;Viper;Viper;Гадюка
7_ship22;BlackIce;BlackIce;ЧерныйЛед
7_shipfullname;%s Mk%i;%s Mk%i;%s Mk%i
;;;
7_weapon1;FireFox;FireFox;Искра
7_weapon2;FireBird;FireBird;Пламя
7_weapon3;Meteor;Meteor;Метеор
7_weapon4;Hasher;Hasher;Мясорубка
7_weapon5;Trammel;Trammel;Невод
7_weapon6;IonStorm;IonStorm;Шторм
7_weapon7;IonRipple;IonRipple;Смерч
7_weapon8;Quasher;Quasher;Сокрушитель
7_weapon9;Destabilizer;Destabilizer;Дестабилизатор
7_weapon10;Anihilator;Anihilator;Аннигилятор
7_weapon11;Devastator;Devastator;Опустошитель
7_weapon12;DeathFlow;DeathFlow;ПотокСмерти
7_weapon13;Vaporizer;Vaporizer;Испаритель
7_weapon14;Rapier;Rapier;Рапира
7_weapon15;Pandora;Pandora;Пандора
7_weapon16;Stinger;Stinger;Жало
7_weapon17;Swarm;Swarm;Рой
7_weapon18;Vengeance;Vengeance;Месть
7_weapon19;BabyDoll;BabyDoll;Кукла
;;;
7_system1;Jet Engine;Jet Engine;Реактивный
7_system2;Photon Jet;Photon Jet;Фотонный
7_system3;Plasma Jet;Plasma Jet;Плазменный
7_system4;Antimatter;Antimatter;Антиматерия
7_system5;Ion Battery;Ion Battery;Батарея
7_system6;Nuclear;Nuclear;Ядерный
7_system7;Plasma;Plasma;Плазменный
7_system8;Antimatter;Antimatter;Антиматерия
7_system9;Base O.T.C.;Base O.T.C.;Базовая О.К.Н.
7_system10;Hamerik O.T.C.;Hamerik O.T.C.;Хамерик О.К.Н.
7_system11;Neo M.O.T.C.;Neo M.O.T.C.;Нео В.О.К.Н.
7_system12;Supra M.O.T.C.;Supra M.O.T.C.;Супра В.О.К.Н.
7_system13;Mechanical;Mechanical;Механика
7_system14;Hydraulic;Hydraulic;Гидравлика
7_system15;Magnetic;Magnetic;Магнит
7_system16;Vacuum;Vacuum;Вакуум
7_system17;Repair NaRs;Repair NaRs;Нано Роботы
7_system18;Layer;Layer;A-Б Слой
7_system19;Energy Shield;Energy Shield;Энерго Щит
7_system20;Deflector;Deflector;Дефлектор
;;;
7_Ships_Stock;Ship Stock;Schifflager;Склад Кораблей
7_Ship_Hull_Cost;Ship Hull Cost;Schiff Hüllenkosten;Стоимость Корпуса
7_Not_Available_in_Demo_Version;Not Available in Demo Version;In der Demo Version nicht verfügbar;Недоступно в Демо Версии
7_Player_Ship;Player Ship;Spielerschiff;Корабль Игрока
7_Upgrade_Hull_Cost;Upgrade Hull Cost;Verbessern Hülle Kosten;Стоимость Апгрейда
7_Repair_Hull_Cost;Repair Hull Cost;Reparieren Hülle Kosten;Стоимость Ремонта
7_Ship_Cost;Ship Cost;Schiff Kosten;Общая Стоимость
7_Weapon_Ammo:;Weapon Ammo:;Waffen Schuss:;Боекомплект:
7_Weapon_Reload_Cost:;Weapon Reload Cost:;Waffen Nachladen Kosten:;Стоимость:
7_Weapon_Type;Weapon Type;Waffen Typ;Тип Оружия
7_Weapon_Level;Weapon Level;Waffen Level;Уровень Оружия
7_Weapon_Cost;Weapon Cost;Waffen Kosten;Стоимость Оружия
7_Weapon_Stock;Weapon Stock;Waffen Bestand;Склад Оружия
7_Installed_Weapons;Installed Weapons;Installierte Waffen;Установленное
7_System_Stock;System Stock;System Bestand;Склад Систем
7_Installed_Systems;Installed Systems;Installierte Systeme;Установленные
7_Installed_System;Installed System;Installiertes System;Установленная
7_Selected_System;Selected System;Gewähltes System;Выбранная
7_Cost;Cost;Kosten;Стоимость
;;;
;;;
9_Tipsandhints;Tips and hints;Tipps und Tricks;Советы и подсказки
9_notshowtip;Do not show this tip again.;Diesen Tipp nicht wieder anzeigen.;Не показывать эту подсказку.
;;;
9_9Line1;It is possible to create five Pilot Profiles in the game in;Es können fünf Pilotenprofile angelegt werden. Jedes Profil;Для хранения персональных данных в игре предусмотрено
9_9Line2;order to store personal data. You can set an individual;kann unterschiedliche Spielstände und Schwierigkeitsgrade;создание пяти Профилей Пилотов. Вы можете настроить
9_9Line3;difficulty level for each profile or delete the current;enthalten. Um Platz für ein neues Profil zu schaffen, ein;индивидуальную сложность для каждого Профиля или
9_9Line4;profile to free space for a new profile.;Profil löschen. Beachte, das der Schwierigkeitsgrad in Prozent;удалить его, освободив место для создания новой записи.
9_9Line5;Note that the current difficulty level is displayed in percent;pro einzelnes Profil angegeben ist. Dieser Wert beeinflusst;Обратите внимания, для каждой записи отображается
9_9Line6;for each profile. This value influences the increase of;direkt die Erfahrungspunktvergabe. Zum Beispiel, wenn du;текущая сложность в процентах. Данный показатель
9_9Line7;experience. For instance, if you bring down an enemy ship, you;ein Feindschiff zerstörst, bringt das 100 Einheiten Geld;влияет на начисление опыта. Например, сбив
9_9Line8;will get 100 money units and only 65 experience units if the;und nur 65 Erfahrungspunkte, wenn der Schwierigkeitsgrad;противника вы получите 100 единиц денег и только
9_9Line9;difficulty percent is set to 65 for you.;auf 65 Prozent für dieses Profil steht.;65 единиц опыта, если процент сложности у вас равен 65.
9_9Line10;Note: you can change your difficulty level before each;Hinweis: Du kannst vor dem start jeder Mission;Примечание: вы можете изменить настройки сложности
9_9Line11;new mission.;den Schwierkeitsgrad verändern.;перед началом каждой новой миссии.
;;;
9_10Line1;There are more than 20 spaceships with unique characteristics;Es gibt mehr als 20 Raumschiffe, jedes mit besonderen Eigensch-;В игре доступны более двух десятков кораблей с уникальны-
9_10Line2;available in the game. You can use the right part of the screen;aften. Auf der rechten Seite dieses Bildschirms ist dein Raumschiff;ми характеристиками. В правой части экрана вы можете
9_10Line3;to see your current spaceship, its characteristics and cost and;mit seinen Eigenschaften und Kosten dargestellt. Hier können auch;увидеть свой корабль, его характеристики и стоимость, а так
9_10Line4;also to perform basic operations, such as repair.;grundlegende Dinge wie Reparatur und Schiffshüllenverstärkung; же произвести ремонт и апгрейд корпуса корабля.
9_10Line5;The left part of the screen contains Ship Stock where you can see;durchgeführt werden. Die linke Seite enthält die Liste aller;В левой части экрана расположен Склад, где вы можете
9_10Line6;all available spaceships and their characteristics. Do not;verfügbaren Schiffe mit ihren Eigenschaften. Vergiß nicht, das;просмотреть все имеющиеся корабли и их характеристики.
9_10Line7;forget that each ship has its dimensions and, which is more;neben der Größe der Schiffe, die Anzahl der Waffenschächte und;Не забывайте, что каждый корабль имеет свои габариты и,
9_10Line8;important, different weapon mounts.;Art der Waffenschächte angegeben ist, was noch wichtiger ist.;что более важно, различные крепления оружия.
9_10Line9;The basic shipbuilding concept is as follows:;Das grundlegende Schiffsbaukonzept ist wie folgt:;Базовая концепция судостроение такова:
9_10Line10;Scout - light, small and maneuverable ships with weak weapons.;Aufklärer - Leicht, schnell, wendig mit schwachen Waffen.;Разведчик - маневренные но слабо вооруженные корабли.
9_10Line11;Interceptor - fast ships with light weapons.;Abfangjäger - Schnelle Schiffe mit leichten Waffen.;Перехватчик - быстрые легко вооруженые корабли.
9_10Line12;Fighter - main type of ships with light and semi-heavy weapons.;Jäger - Haupttyp der Schiffe mit leichten und mittleren Waffen.;Истребитель - наиболее сбалансированы тип кораблей.
9_10Line13;Bomber - heavy destroyers with mostly heavy attack weapons.;Bomber - Schwere Zerstörer mit hauptsächlich schweren Waffen.;Бомбардировщик - тяжелые истребители.
9_10Line14;Attack Ship - heavy, large and heavily armed ships.;Angriffsschiff - schwer, groß und schwer bewaffnet.;Штурмовик - тяжелые корабли с большой огневой мощью.
;;;
9_11Line1;A set of systems is installed on the ship you operate. All systems;Etliche von Systeme sind auf deinem Schiff installiert. Alle;В управляемом вами корабле установлен набор систем.
9_11Line2;are connected with each other and with ship weapons in one way or;Systeme sind miteinander und mit den Waffensystemen und anderen;Все системы связаны между собой и вооружением
9_11Line3;another and play important role in the game.;Funktionen verbunden und spielen eine Rolle im Spiel.;корабля, и играют важную роль в процессе игры.
9_11Line4;You should carefully take into account the peculiarities of each;Achte auf die spezifischen Eigenheiten jedes einzelnen Systems;Следует внимательно учитывать особенности каждой системы
9_11Line5;system and match their characteristics to each other to get;und stimme die Systeme aufeinander ab, um ein gut ausgewo-;и согласовывать их между собой, чтобы получить корабль
9_11Line6;a well balanced warship that can complete combat tasks.;genes Schiff zu haben, mit dem du im Kampf bestehen kannst.;способный выполнять боевую задачу.
9_11Line7;Engine - ship engine system. Pay attention to how this system consumes;Antrieb - Schiffsantrieb. Achte auf die Energieaufnahme;Реактор - источник энергии. Обратите внимание на две
9_11Line8;energy. Otherwise you run the risk of being unable to move.;Andernfalls könntest du ein bewegungsloses Schiff haben.;основные характеристики - емкость и перезарядка.
9_11Line9;Power - ship energy source. Pay attention to the main two characte-;Energie - Schiffsenergiequelle. Achte auf die zwei wichtigen ;О.К.Н. - Оптический Компьютер Наведения. Данная система
9_11Line10;ristics of this system - Recharge Rate and Capacity.;Eigenschaften dieses Systems - Aufladungsrate und Kapazität.;отвечает за оптическое наведение на цель.
9_11Line11;O.T.C. - Optical Target Computer. As you can see from its name,;O.T.C. - Optischer Ziel Computer, dieses System ist für die;Наведение - Система наведения орудия на цель. От нее
9_11Line12;this system is responsible for optical targeting.;optische Zielverfolgung zuständig.;зависит скорость поворота и точность выстрела.
9_11Line13;Targeting - Weapon targeting system. It depends on this system how;Zielerfassung - Waffem Zielsystem. Von diesem System hängt es ab,;Нано Роботы - будут постоянно следить за состоянием
9_11Line14;fast a weapon will aim and how accurate the shot will be.;wie lange die Waffe zum Zielerfassen benötigt und wie genau;вашего корабля и ремонтировать его.
9_11Line15;Advanced - The most advanced, but yet untested systems for;der Schuss ist. Fortgeschritten - Die am höchsten entwickelten;А-Б Слой - специальная броня, позволяющая уменьшить
9_11Line16;enhancing ship invulnerability.;Systeme, allerdings ungetestet, für höhere Ansprüche.;механические и ослабить ионные воздействия. 
;;;
9_12Line1;You can use this section to buy, sell and set up the weapons on;In dieser Abteilung kannst du Waffen für dein Schiff kaufen und;В данном разделе вы можете покупать, продавать и
9_12Line2;your ship. To buy a weapon, just drag its icon from Weapon Stock;verkaufen. Um eine Waffe zu kaufen, ziehe das Abbild der Waffe;настраивать оружие корабля. Для покупки оружия, просто
9_12Line3;to a weapon slot on your ship. Note that each weapon has its;über einen Waffenschacht. Beachte, das eine Waffe nur in einen;перетяните иконку оружия из Склада Оружия на слот оружия
9_12Line4;own level (from 1 to 5), you should see that the slot level is;Schacht passt, wenn der Level kleiner oder genauso groß wie der ;корабля. Обратите внимание, каждое оружие обладает
9_12Line5;not less than the weapon level. To sell a weapon, perform;Schachtlevel ist (Level 1-5). Um eine Waffe zu verkaufen, ziehe;своим уровнем (от 1 до 5), следует учитывать, чтобы уровень
9_12Line6;the reverse operation.;die Waffe einfach aus den Schacht heraus auf die linke Seite.;слота был не меньше уровня оружия.
9_12Line7;The weapon is set up and recharged with the Setup button;Die Waffe wird konfiguriert und aufgeladen über den;Чтобы продать оружие, выполните обратную манипуляцию.
9_12Line8;in the right part of the weapon slot panel.;Einstellknopf im rechten Teil der Waffenschachttafel.;Для настройки оружия, нажмите кнопку Опции.
9_12Line9;Main types of weapons by their projectiles:;Die Haupttypen der Waffen nach Projektilen:;Основные типы оружия по типу снаряда:
9_12Line10;Projectile - small projectiles based on billets or energy beams.;Projektile - kleine Geschosse basierend auf Kugeln oder Ener-;Снаряд - основанием является болванка или энергетический
9_12Line11;It is the main and most widespread weapon in the game.;giestrahlen. Das ist die am meisten verbreitete Waffe.;пучок. Это наиболее распространенное оружие в игре.
9_12Line12;Self-propelled projectile - missiles, torpedoes and nuclear bombs.;Angetriebene Projektile - Raketen, Torpedos und Atombomben.;Реактивные - ракеты, торпеды и ядерные бомбы. К недостаткам
9_12Line13;The disadvantages of these weapons include the low speed;Der Nachteil dieser Waffengattung ist die geringe Fluggesch-;данного оружия можно отнести низкую скорость полета
9_12Line14;of the projectile and the possibility of bring it down.;windigkeit der Projektile.;снаряда, а так же возможность уничтожения снаряда.
9_12Line15;Beam - Lasers and Masers. Short-range highly energy-;Strahl - Laser und Maser. Kurzstrecke und Hohe Energie-;Лучевое - Лазеры и Мазеры. Не дальнобойное оружие, с
9_12Line16;consuming weapons.;verbrauchende Waffen.;высокими требованиями по энергообеспечению.
;;;
;;;
9_13Line1;GAME KEYBOARD SHORTCUTS;SPIEL FUNKTIONSTASTENBELEGUNG;ГОРЯЧИЕ КЛАВИШИ ИГРЫ
9_13Line2;F2 - toggle show/hide game FPS counter.;F2 - FPS Zähler An/Aus.;F2 - вкл/выкл отображения FPS.
9_13Line4;Note: it will reduce visual effects. Use it, if you have old hardware;Hinweis: Reduziert die Optischen Effekte. Benutze das, wenn nur alte;Примечание: может быть полезно при настройке
9_13Line5;to increase game FPS.;Hardware vorhanden ist,um die FPS zu erhöhen.;оптимального соотношения качество/быстродействие.
9_13Line6;F5 - decrease game speed.;F5 - Verringere Spielgeschwindigkeit. ;F5 - уменьшить скорость игры.
9_13Line7;F6 - reset game speed to normal.;F6 - Normalisiere Spielgeschwindigkeit.;F6 - сбросить скорость игры.
9_13Line8;F7 - increase game speed.;F7 - Erhöhe Spielgeschwindigkeit.;F7 - увеличить скорость игры.
9_13Line9;Note: do not increase game speed, if you have low FPS.;Hinweis: Wenn FPS zu gering, erhöhe nicht die Spielgeschwindigkeit.;Примечание: не увеличивайте скорость, если FPS низкий.
9_13Line10;F8 - change weapon panels view.;F8 - Die Ansicht der Waffentafeln verändern.;F8 - изменить вид панелей оружия.
9_13Line11;F9 - change Primary weapon group fire mode.;F9 - Feuermodus der Primärwaffen wechseln.;F9 - изменить тип стрельбы Первичной группы.
9_13Line12;F10 - change Secondary weapon group fire mode.;F10 - Feuermodus der Sekundärwaffen wechseln.;F10 - изменить тип стрельбы Вторичной группы.
9_13Line13;F12 - capture screenshot. (File will be saved on your Desktop.);F12 - Bildschirmfoto. (Das File liegt auf deinem Desktop.);F12 - скриншот. (Файл будет сохранен на рабочем столе.)
9_13Line14;Esc - show/hide game menu. (Pause.);Esc - Spielmenü. (Pause.);Esc - показать/скрыть меню игры. (Пауза.)
9_13Line15;Note: all changes will be saved in the game configuration file.;Hinweis: Alle Änderungen werden gespeichert.;Примечание: все измененные настройки будут сохранены.
;;;
9_14Line1;Warning! Low energy recharge rate!;Warnung! Geringe Energie Wiederaufladungsrate!;Внимание! Низкий уровень перезарядки!
9_14Line2;Could be problems with;Das könnte Probleme mit den;Возможны проблемы с работой
9_14Line3;systems function and/or weapons recharge!;Systemfunktionen oder der Waffenfeuerrate geben!;внутренних систем корабля и оружия!
;;;
;;;
9_15Line1;You have already completed this mission. Your previous best;Du hast diese Mission bereits geschafft. Dein bisheriges;Вы уже прошли эту миссию. Ваш предыдущий лучший
9_15Line2;result is %i points of experience.;bestes Resultat ist  %i Erfahrungspunkte.;результат составляет %i очков опыта.
9_15Line3;You can replay this mission as many times as you like, but you;Du kannst diese Mission so oft wiederholen, wie du magst,;Вы можете переиграть эту миссию сколь угодно много раз,
9_15Line4;should take into account that only the best result you;aber du solltest bedenken, das nur das beste Resultat von;но не забывайте, что только лучший результат будет
9_15Line5;achieve in this mission will be used to calculate the total;dir in die Messung der Gesamterfahrungspunkte eingeht.;зафиксирован и будет учитываться при подсчете общего
9_15Line6;number of experience points.; ;количества очков опыта.
